Code DiDok;Désignation officielle;Désignation organisation commerciale;Moyen de transport;Canton;Commune;Numero Commune;Localité;Swiss Business Organisation ID;Commentaire OFT;Coordonnées E MN95;Coordonnées N MN95;Altitude;Lien sur la carte
8593804;Belmont-sur-L., Raffort;Transports Publics de la Région Lausannoise sa;BUS;VD;Belmont-sur-Lausanne;5581;Belmont-sur-Lausanne;ch:1:sboid:100122;arrêt taxibus TL 10.952;2541925;1152943;647;46.52525713953116, 6.68175093332927
8593792;Belmont-sur-L., Courtillet;Transports Publics de la Région Lausannoise sa;BUS;VD;Belmont-sur-Lausanne;5581;Belmont-sur-Lausanne;ch:1:sboid:100122;arrêt taxibus TL 10.952;2541826;1152603;643;46.52219016440286, 6.680503651925827
8593799;Belmont-sur-L., Chapons;Transports Publics de la Région Lausannoise sa;BUS;VD;Belmont-sur-Lausanne;5581;Belmont-sur-Lausanne;ch:1:sboid:100122;arrêt taxibus TL 10.952;2541538;1152060;585;46.51728064054511, 6.676819452612046
8593798;Belmont-sur-L., Burenoz;Transports Publics de la Région Lausannoise sa;BUS;VD;Belmont-sur-Lausanne;5581;Belmont-sur-Lausanne;ch:1:sboid:100122;;2541214;1152498;522;46.52119209108641, 6.672541826257908
8593796;Belmont-sur-L., Arnier;Transports Publics de la Région Lausannoise sa;BUS;VD;Belmont-sur-Lausanne;5581;Belmont-sur-Lausanne;ch:1:sboid:100122;arrêt taxibus TL 10.952;2541644;1152701;610;46.52305581580578, 6.678119533022935
8593802;Belmont-sur-L., Léchire;Transports Publics de la Région Lausannoise sa;BUS;VD;Belmont-sur-Lausanne;5581;Belmont-sur-Lausanne;ch:1:sboid:100122;arrêt taxibus TL 10.952;2542145;1152420;638;46.52057175268026, 6.6846836349471985
8579257;Belmont-sur-L., centre;Transports Publics de la Région Lausannoise sa;BUS;VD;Belmont-sur-Lausanne;5581;Belmont-sur-Lausanne;ch:1:sboid:100122;;2541665;1152317;616;46.51960350312494, 6.678441779296739
8593791;Belmont-sur-L., Champ Preveire;Transports Publics de la Région Lausannoise sa;BUS;VD;Belmont-sur-Lausanne;5581;Belmont-sur-Lausanne;ch:1:sboid:100122;arrêt taxibus TL 10.952;2542147;1153256;684;46.528091896567254, 6.684604790195125
8579258;Belmont-sur-L., Blessoney;Transports Publics de la Région Lausannoise sa;BUS;VD;Belmont-sur-Lausanne;5581;Belmont-sur-Lausanne;ch:1:sboid:100122;;2542087;1152303;619;46.51951429040541, 6.683942530495115
8588436;Belmont-sur-L., Grands Champs;Transports Publics de la Région Lausannoise sa;BUS;VD;Belmont-sur-Lausanne;5581;Belmont-sur-Lausanne;ch:1:sboid:100122;;2541580;1152630;600;46.522411564043395, 6.67729450625041
8593800;Belmont-sur-L., Cita;Transports Publics de la Région Lausannoise sa;BUS;VD;Belmont-sur-Lausanne;5581;Belmont-sur-Lausanne;ch:1:sboid:100122;arrêt taxibus TL 10.952;2541835;1152179;589;46.518376992926015, 6.680674419500143
8593797;Belmont-sur-L., Au Devin;Transports Publics de la Région Lausannoise sa;BUS;VD;Belmont-sur-Lausanne;5581;Belmont-sur-Lausanne;ch:1:sboid:100122;arrêt taxibus TL 10.952;2542226;1152852;741;46.524464682118555, 6.685685015283394
8593789;Belmont-sur-L., Chaffiause;Transports Publics de la Région Lausannoise sa;BUS;VD;Belmont-sur-Lausanne;5581;Belmont-sur-Lausanne;ch:1:sboid:100122;arrêt taxibus TL 10.952;2542486;1153462;743;46.52997418322071, 6.6889972198340555
8595625;Belmont-sur-L., Pâquis;Transports Publics de la Région Lausannoise sa;BUS;VD;Belmont-sur-Lausanne;5581;Belmont-sur-Lausanne;ch:1:sboid:100122;;2541568.5;1152386.7;609;46.52022203250592, 6.677175476899063
8507653;Belmont-sur-Yverdon, Battoir;PostAuto AG;BUS;VD;Belmont-sur-Yverdon;5902;Belmont-sur-Yverdon;ch:1:sboid:100602;;2537927;1177429;533;46.74515029042106, 6.626338733939529
8570291;Belmont-sur-Yverdon, Les Prés;PostAuto AG;BUS;VD;Belmont-sur-Yverdon;5902;Belmont-sur-Yverdon;ch:1:sboid:100602;;2537569;1176893;541;46.74029549739073, 6.621727391272555
8580578;Bercher, Vers l'Eglise;PostAuto AG;BUS;VD;Bercher;5512;Bercher;ch:1:sboid:100602;;2544496;1171800;636;46.695097529661595, 6.712979157825109
8501177;Bercher;Lausanne-Echallens-Bercher;TRAIN;VD;Bercher;5512;Bercher;ch:1:sboid:100036;;2543780.14;1171560.15;625.7;46.692879995511746, 6.703650002855575
8570395;Bercher, Vieux-Collège;PostAuto AG;BUS;VD;Bercher;5512;Bercher;ch:1:sboid:100602;;2544396;1171489;629;46.6922917097149, 6.711709582043442
8582403;Bercher, 7 Fontaines;PostAuto AG;BUS;VD;Bercher;5512;Bercher;ch:1:sboid:100602;;2543986;1171271;636;46.69029641352971, 6.706376494337158
8580462;Bercher, village;PostAuto AG;BUS;VD;Bercher;5512;Bercher;ch:1:sboid:100602;;2544121;1171489;638;46.69226868770209, 6.7081146343272975
8570307;Bercher, gare;PostAuto AG;BUS;VD;Bercher;5512;Bercher;ch:1:sboid:100602;;2543769;1171515;624;46.6924729264189, 6.703509914700638
8501892;Berolle, église;Automobiles MBC;BUS;VD;Berolle;5424;Berolle;ch:1:sboid:100566;;2515474.829;1156869.05;759.4;46.557747977968205, 6.336345322369586
8570117;Berolle, Les Molliettes;Automobiles MBC;BUS;VD;Berolle;5424;Berolle;ch:1:sboid:100566;;2515860.432;1157210.835;751.4;46.56087092681659, 6.341310876756063
8506916;Bettens, village;PostAuto AG;BUS;VD;Bettens;5471;Bettens;ch:1:sboid:100602;;2533932;1164286;584;46.626544983512815, 6.575958051920197
8570185;Bettens, croisée;PostAuto AG;BUS;VD;Bettens;5471;Bettens;ch:1:sboid:100602;;2534101;1164559;585;46.6290173417194, 6.578125419195744
8501487;Bex-Place-du-Marché;Transports Publics du Chablais;TRAIN;VD;Bex;5402;Bex;ch:1:sboid:100008;;2567285.253;1122253.006;427.6;46.25091000071232, 7.014429994280276
8505919;Bex, Mines de Sel;Transports Publics du Chablais (Bus);BUS;VD;Bex;5402;Bex;ch:1:sboid:100617;;2568206;1125214;586;46.277589864690285, 7.026166701427727
8579118;Gryon, La Benjamine;Transports Publics du Chablais (Bus);BUS;VD;Bex;5402;Gryon;ch:1:sboid:100617;arrêt ligne 12.161;2575696;1125865;1347;46.28375949904726, 7.1233024559910865
8579117;Gryon, rte de Bovonne;Transports Publics du Chablais (Bus);BUS;VD;Bex;5402;Gryon;ch:1:sboid:100617;arrêt ligne 12.161;2575116;1125675;1294;46.282029048198304, 7.115787289176213
8582114;Bex, Le Châtel;Transports Publics du Chablais (Bus);BUS;VD;Bex;5402;Bex;ch:1:sboid:100617;;2568154;1120540;515;46.235542510313984, 7.025812122930635
8510409;Bex, Vasselin;Transports Publics du Chablais (Bus);BUS;VD;Bex;5402;Bex;ch:1:sboid:100617;;2567452.902;1119397.164;466;46.22522851228402, 7.01680357341081
8511111;Bex, La Ruaz;Transports Publics du Chablais (Bus);BUS;VD;Bex;5402;Bex;ch:1:sboid:100617;;2566771;1122486;420;46.25298060816052, 7.007745128586748
8511116;Bex, Grand-Moulin;Transports Publics du Chablais (Bus);BUS;VD;Bex;5402;Bex;ch:1:sboid:100617;;2567989;1122451;441;46.25272501373415, 7.023541737989856
8575219;Bex, Servanne;Transports Publics du Chablais (Bus);BUS;VD;Bex;5402;Bex;ch:1:sboid:100617;;2567344;1122005;428;46.24868193237209, 7.015209163768538
8580900;Fenalet-sur-Bex, Grande Salle;Transports Publics du Chablais (Bus);BUS;VD;Bex;5402;Fenalet-sur-Bex;ch:1:sboid:100617;;2568153;1124483;678;46.27101164684239, 7.025529207502855
8501711;Gryon, Solalex;Transports Publics du Chablais (Bus);BUS;VD;Bex;5402;Gryon;ch:1:sboid:100617;;2576763;1126394;1461;46.288556018295175, 7.137120037253095
8512360;Bex, Stand;Transports Publics du Chablais (Bus);BUS;VD;Bex;5402;Bex;ch:1:sboid:100617;;2567323.239;1121644.955;438.3;46.24544214418238, 7.014965249556948
8530064;Bex Pont-Neuf;Transports Publics du Chablais;TRAIN;VD;Bex;5402;Bex;ch:1:sboid:100008;;2567777.804;1122207;432.3;46.25052000203482, 7.020820004865023
8501402;Bex;Schweizerische Bundesbahnen SBB;TRAIN;VD;Bex;5402;Bex;ch:1:sboid:100001;;2566224.453;1122320.503;410.96;46.251464582286516, 7.000669902355405
8501491;Les Posses;Transports Publics du Chablais;TRAIN;VD;Bex;5402;Les Posses-sur-Bex;ch:1:sboid:100008;;2570108.132;1124490.594;983;46.2711699995858, 7.050890003341065
8511068;Bex, Pré Meuran;Transports Publics du Chablais (Bus);BUS;VD;Bex;5402;Bex;ch:1:sboid:100617;;2567897.25;1123966.679;494;46.266354889245754, 7.02224736396886
8570638;Bex, temple;Transports Publics du Chablais (Bus);BUS;VD;Bex;5402;Bex;ch:1:sboid:100617;;2567117;1122291;425;46.25124354588302, 7.012245602424358
8510407;Bex, rte de Chiètres;Transports Publics du Chablais (Bus);BUS;VD;Bex;5402;Bex;ch:1:sboid:100617;;2566891.667;1120693.404;491;46.23686133347338, 7.009437388116575
8519339;Bex place de la gare;Transports Publics du Chablais;;VD;Bex;5402;Bex;ch:1:sboid:100008;(Zug);2566270;1122250;411;46.25083266720314, 7.001265618945799
8510329;Les Plans-sur-Bex,Pont de Nant;Transports Publics du Chablais (Bus);BUS;VD;Bex;5402;Les Plans-sur-Bex;ch:1:sboid:100617;;2574705;1122319;1248;46.251824648888636, 7.110637534318145
8510332;Bex, L'Allex;Transports Publics du Chablais (Bus);BUS;VD;Bex;5402;Bex;ch:1:sboid:100617;;2567147.454;1121854.396;423;46.24731758239739, 7.012671323115866
8510820;Bex, Pont-Neuf;Transports Publics du Chablais (Bus);BUS;VD;Bex;5402;Bex;ch:1:sboid:100617;;2567728;1122189;431;46.250355688557875, 7.020175458247229
8511114;Bex, pl. du Marché;Transports Publics du Chablais (Bus);BUS;VD;Bex;5402;Bex;ch:1:sboid:100617;;2567289;1122251;428;46.25089213856789, 7.01447872200726
8511119;Les Posses-sur-Bex, gare;Transports Publics du Chablais (Bus);BUS;VD;Bex;5402;Les Posses-sur-Bex;ch:1:sboid:100617;;2570159;1124444;976;46.2707531298777, 7.051552838518127
8511067;Bex, En Rond;Transports Publics du Chablais (Bus);BUS;VD;Bex;5402;Bex;ch:1:sboid:100617;;2568746.167;1123262.156;505;46.26005747098022, 7.033305625224297
8511060;Bex, sous-gare;Transports Publics du Chablais (Bus);BUS;VD;Bex;5402;Bex;ch:1:sboid:100617;;2566197.289;1122295.398;410;46.25123738551919, 7.000319487878002
8509023;Bex, Planche-de-Fy;Transports Publics du Chablais (Bus);BUS;VD;Bex;5402;Bex;ch:1:sboid:100617;;2566481;1123607;438;46.26305009804593, 7.003903827635855
8510410;Bex, La Pâtissière;Transports Publics du Chablais (Bus);BUS;VD;Bex;5402;Bex;ch:1:sboid:100617;;2568253;1119977;561;46.23048275051946, 7.027133872627054
8510406;Bex, Cotterd;Transports Publics du Chablais (Bus);BUS;VD;Bex;5402;Bex;ch:1:sboid:100617;;2566863.936;1121700.56;423;46.245919803582005, 7.0090061967284285
8510408;Bex, Grand Chêne;Transports Publics du Chablais (Bus);BUS;VD;Bex;5402;Bex;ch:1:sboid:100617;;2567221.809;1120364.877;534;46.233922290344054, 7.013740318279554
8510405;Bex, Gribannaz;Transports Publics du Chablais (Bus);BUS;VD;Bex;5402;Bex;ch:1:sboid:100617;;2566216.898;1121714.507;407;46.24601298987783, 7.00061593194586
8510404;Bex, Courtraits;Transports Publics du Chablais (Bus);BUS;VD;Bex;5402;Bex;ch:1:sboid:100617;;2565996.304;1121912.569;407;46.24778350078383, 6.997741323062456
8570644;Bex, Le Chêne;Transports Publics du Chablais (Bus);BUS;VD;Bex;5402;Bex;ch:1:sboid:100617;;2568296;1123993;581;46.26661063645529, 7.027417566216774
8570639;Bex, rte d'Aigle;Transports Publics du Chablais (Bus);BUS;VD;Bex;5402;Bex;ch:1:sboid:100617;;2566695;1122602;419;46.25402031266325, 7.006751308469191
8570641;Bex, bif. Salaz;Transports Publics du Chablais (Bus);BUS;VD;Bex;5402;Bex;ch:1:sboid:100617;;2567425.046;1124460.289;495.1;46.27077237581736, 7.0160880607395315
8512361;Bex, route de Rivarotte;Transports Publics du Chablais (Bus);BUS;VD;Bex;5402;Bex;ch:1:sboid:100617;;2566576.735;1122075.78;414.7;46.24928083413016, 7.00525550795295
8570645;Fenalet-sur-Bex, village;Transports Publics du Chablais (Bus);BUS;VD;Bex;5402;Fenalet-sur-Bex;ch:1:sboid:100617;;2568263;1124578;707;46.27187143514711, 7.026949600603828
8570642;Bex, Les Dévens;Transports Publics du Chablais (Bus);BUS;VD;Bex;5402;Bex;ch:1:sboid:100617;;2567537;1124395;497;46.270190496728524, 7.0175448348817815
8570640;Bex, Le Chavalet;Transports Publics du Chablais (Bus);BUS;VD;Bex;5402;Bex;ch:1:sboid:100617;;2566640;1124030;452;46.266863112840404, 7.00593566564337
8579970;Bex, Résidence;Transports Publics du Chablais (Bus);BUS;VD;Bex;5402;Bex;ch:1:sboid:100617;;2567893;1121920;447;46.24794382492501, 7.022333527219483
8580669;Bex, En Bellin;Transports Publics du Chablais (Bus);BUS;VD;Bex;5402;Bex;ch:1:sboid:100617;;2566275;1123054;423;46.25806527418604, 7.001272166965749
8582007;Bex, Domaine du Rhône;Transports Publics du Chablais (Bus);BUS;VD;Bex;5402;Bex;ch:1:sboid:100617;;2565476;1121434;397;46.243451972004195, 6.991030531798012
8510331;Bex, Les Besses;Transports Publics du Chablais (Bus);BUS;VD;Bex;5402;Bex;ch:1:sboid:100617;;2567302.942;1119990.719;545;46.230560528004695, 7.014818296619232
8510330;Bex, La Pelouse;Transports Publics du Chablais (Bus);BUS;VD;Bex;5402;Bex;ch:1:sboid:100617;;2566782;1120203;524;46.232444501362195, 7.008050722161439
8511113;Bex, Les Salines;Transports Publics du Chablais (Bus);BUS;VD;Bex;5402;Bex;ch:1:sboid:100617;;2568314;1122685;458;46.25484539266986, 7.027740159706844
8511115;Bex, Foyer Dents-du-Midi;Transports Publics du Chablais (Bus);BUS;VD;Bex;5402;Bex;ch:1:sboid:100617;;2568516;1122880;472;46.25660902747199, 7.030346450405432
8511120;Gryon, chemin de Chalméry;Transports Publics du Chablais (Bus);BUS;VD;Bex;5402;Gryon;ch:1:sboid:100617;;2570065;1124651;1040;46.27261100702272, 7.0503201774439725
8530067;Les Salines;Transports Publics du Chablais;TRAIN;VD;Bex;5402;Bex;ch:1:sboid:100008;;2568306.273;1122684.441;458;46.25483999901063, 7.027639995820213
8530246;Foyer Dents-du-Midi;Transports Publics du Chablais;TRAIN;VD;Bex;5402;Bex;ch:1:sboid:100008;;2568476.821;1122855.856;471.7;46.25638999964525, 7.029840005915152
8530523;La Ruaz;Transports Publics du Chablais;TRAIN;VD;Bex;5402;Bex;ch:1:sboid:100008;;2566769.123;1122497.059;420.2;46.2530799960641, 7.007719998986622
8511117;Les Posses-sur-Bex, Hameau;Transports Publics du Chablais (Bus);BUS;VD;Bex;5402;Les Posses-sur-Bex;ch:1:sboid:100617;;2569829;1124481;954;46.271071189858475, 7.047269814403159
8530066;Grand-Moulin;Transports Publics du Chablais;TRAIN;VD;Bex;5402;Bex;ch:1:sboid:100008;;2567964.127;1122439.458;439.6;46.252620000085905, 7.023219998127118
8504691;Frenières-sur-Bex, bif.;Transports Publics du Chablais (Bus);BUS;VD;Bex;5402;Frenières-sur-Bex;ch:1:sboid:100617;;2571572;1123242;868;46.26000195071752, 7.069955222223409
8570647;Bex, route des Monts bif.;Transports Publics du Chablais (Bus);BUS;VD;Bex;5402;Bex;ch:1:sboid:100617;;2569035;1123755;595;46.264504251667496, 7.037018680762522
8570648;Bex, Les Véneresses;Transports Publics du Chablais (Bus);BUS;VD;Bex;5402;Frenières-sur-Bex;ch:1:sboid:100617;;2570701;1123688;768;46.26397644068502, 7.058631092902527
8512359;Bex, Valentines;Transports Publics du Chablais (Bus);BUS;VD;Bex;5402;Bex;ch:1:sboid:100617;;2568300.16;1121854.708;448.1;46.24737586369449, 7.027617265156749
8593772;Gryon-Chalméry;Transports Publics du Chablais;TRAIN;VD;Bex;5402;Gryon;ch:1:sboid:100008;;2570188.12;1124764.779;1093.7;46.273639994112585, 7.051909995439043
8501490;Fontannaz-Seulaz;Transports Publics du Chablais;TRAIN;VD;Bex;5402;Les Posses-sur-Bex;ch:1:sboid:100008;;2570488.551;1124091.855;808.7;46.267599999752434, 7.055849997044436
8501709;Gryon, Combe à Jordan;Transports Publics du Chablais (Bus);BUS;VD;Bex;5402;Gryon;ch:1:sboid:100617;arrêt ligne 12.161;2575676;1126001;1366;46.28498216669191, 7.123035836503789
8501488;Bévieux;Transports Publics du Chablais;TRAIN;VD;Bex;5402;Bex;ch:1:sboid:100008;;2568558.522;1123144.463;482.7;46.258989996088324, 7.0308800049877735
8570646;Bévieux, gare;Transports Publics du Chablais (Bus);BUS;VD;Bex;5402;Bex;ch:1:sboid:100617;;2568575;1123097;484;46.25856381582986, 7.031096911448927
8501778;Les Plans-sur-Bex, village;Transports Publics du Chablais (Bus);BUS;VD;Bex;5402;Les Plans-sur-Bex;ch:1:sboid:100617;bis 2018: Les Plans-sur-Bex, poste;2573346;1122890;1086;46.25690842333612, 7.092982506316987
8570637;Bex, place de la gare;Transports Publics du Chablais (Bus);BUS;VD;Bex;5402;Bex;ch:1:sboid:100617;;2566250;1122300;417;46.25128143433952, 7.0010026561309395
8570649;Les Plans-sur-Bex, Le Chamois;Transports Publics du Chablais (Bus);BUS;VD;Bex;5402;Les Plans-sur-Bex;ch:1:sboid:100617;;2573118;1122752;1070;46.25565793579709, 7.090033709976112
8570643;Bex, Les Luisances;Transports Publics du Chablais (Bus);BUS;VD;Bex;5402;Bex;ch:1:sboid:100617;;2568237;1123845;511;46.26527651166969, 7.02666241278948
8519320;Bière-Jonction;Transports de la région Morges-Bière-Cossonay;;VD;Bière;5425;Bière;ch:1:sboid:100012;(Zug);2516635;1155082;697;46.541819802489364, 6.351796489459302
8501192;Bière-Casernes;Transports de la région Morges-Bière-Cossonay;;VD;Bière;5425;Bière;ch:1:sboid:100012;Güterverkehr;2516627.815;1153604.59;669.1;46.52853000243222, 6.351970004487234
8570119;Bière, gare;Automobiles MBC;BUS;VD;Bière;5425;Bière;ch:1:sboid:100566;;2515500;1154625;692;46.537566608438816, 6.337085016650491
8501096;Bière;Transports de la région Morges-Bière-Cossonay;TRAIN;VD;Bière;5425;Bière;ch:1:sboid:100012;;2515486.377;1154611.115;691.7;46.53743999364509, 6.336909994066487
8595652;Bière, collège;Automobiles MBC;BUS;VD;Bière;5425;Bière;ch:1:sboid:100566;(Bus) ohne Fahrplandaten 2016 [zu löschen];2515676;1154492;686;46.53639255133148, 6.339403405998071
8507654;Bioley-Magnoux, collège;PostAuto AG;BUS;VD;Bioley-Magnoux;5903;Bioley-Magnoux;ch:1:sboid:100602;;2544347;1175203;573;46.72569536114465, 6.710617602078139
8570398;Bioley-Magnoux, Moulin agr.;PostAuto AG;BUS;VD;Bioley-Magnoux;5903;Bioley-Magnoux;ch:1:sboid:100602;;2544438;1174220;578;46.71686080742512, 6.711927280343712
8501261;Clies;Montreux-Vevey-Riviera (cev);;VD;Blonay - Saint-Légier;5892;St-Légier-La Chiésaz;ch:1:sboid:100023;;2555163.297;1146437.734;460;46.467760001915, 6.854909996765118
8501265;La Chiésaz;Montreux-Vevey-Riviera (cev);TRAIN;VD;Blonay - Saint-Légier;5892;St-Légier-La Chiésaz;ch:1:sboid:100023;;2557255.428;1146617.039;576;46.46950999820902, 6.88213000031258
8501287;Lally;Montreux-Vevey-Riviera (cev);TRAIN;VD;Blonay - Saint-Légier;5892;Blonay;ch:1:sboid:100023;;2559712.798;1147678.395;1231.6;46.479209995866945, 6.914029995211585
8507282;St-Légier, gare;Transports publics Vevey-Montreux-Chillon-Villeneuve;BUS;VD;Blonay - Saint-Légier;5892;St-Légier-La Chiésaz;ch:1:sboid:100675;arrêt provisoire été 2020, utilisable aussi pour bus de remplacement;2556474;1146779;534;46.470916462327224, 6.871941321888595
8587596;Chantemerle-près-Blonay;Montreux-Vevey-Riviera (cev);TRAIN;VD;Blonay - Saint-Légier;5892;Blonay;ch:1:sboid:100023;Bedarfshalt;2559124.345;1145730.261;664.9;46.46164999640413, 6.906540001927894
8511611;St-Légier, route de la Gare;Montreux-Vevey-Riviera (cev);BUS;VD;Blonay - Saint-Légier;5892;St-Légier-La Chiésaz;ch:1:sboid:100023;;2556456;1146905;546.9;46.472048707422495, 6.871695091381628
8511643;Château-de-Blonay, gare;Montreux-Vevey-Riviera (cev);BUS;VD;Blonay - Saint-Légier;5892;Blonay;ch:1:sboid:100023;;2558020;1146438;614.4;46.46794793725102, 6.892100259070412
8595969;St-Légier, collège La Chiésaz;Transports publics Vevey-Montreux-Chillon-Villeneuve;BUS;VD;Blonay - Saint-Légier;5892;St-Légier-La Chiésaz;ch:1:sboid:100675;;2557123.815;1146758.685;576;46.470775728597964, 6.880403380536096
8595968;St-Légier, Bottassioux;Transports publics Vevey-Montreux-Chillon-Villeneuve;BUS;VD;Blonay - Saint-Légier;5892;St-Légier-La Chiésaz;ch:1:sboid:100675;;2556276;1146979;537;46.47270261269957, 6.869344554385279
8593906;Blonay, Champ Dodoz;Transports publics Vevey-Montreux-Chillon-Villeneuve;BUS;VD;Blonay - Saint-Légier;5892;Blonay;ch:1:sboid:100675;;2557859.651;1146015.441;579;46.4641367616099, 6.890051286634981
8593911;Blonay, Novalles;Transports publics Vevey-Montreux-Chillon-Villeneuve;BUS;VD;Blonay - Saint-Légier;5892;Blonay;ch:1:sboid:100675;;2557156;1145915;521;46.46318851878554, 6.88090067690959
8593905;Blonay, Antiquaire;Transports publics Vevey-Montreux-Chillon-Villeneuve;BUS;VD;Blonay - Saint-Légier;5892;Blonay;ch:1:sboid:100675;;2557618;1145842;538;46.4625613105622, 6.886921460353604
8501266;Château-de-Blonay;Montreux-Vevey-Riviera (cev);TRAIN;VD;Blonay - Saint-Légier;5892;Blonay;ch:1:sboid:100023;;2557993.409;1146482.882;613.8;46.46834999771031, 6.891749997286764
8501280;St-Légier-Gare;Montreux-Vevey-Riviera (cev);TRAIN;VD;Blonay - Saint-Légier;5892;St-Légier-La Chiésaz;ch:1:sboid:100023;;2556472.819;1146736.046;533.1;46.47052999791263, 6.87192999514584
8501283;Tusinge;Montreux-Vevey-Riviera (cev);TRAIN;VD;Blonay - Saint-Légier;5892;Blonay;ch:1:sboid:100023;;2558343.285;1147091.871;725.3;46.47384999687032, 6.896250000779065
8501282;Prélaz-sur-Blonay;Montreux-Vevey-Riviera (cev);TRAIN;VD;Blonay - Saint-Légier;5892;Blonay;ch:1:sboid:100023;;2558464.343;1146417.602;661.4;46.46779221317629, 6.897886839543974
8579213;Blonay, gare;Transports publics Vevey-Montreux-Chillon-Villeneuve;BUS;VD;Blonay - Saint-Légier;5892;Blonay;ch:1:sboid:100675;;2558298;1146174;620;46.465590557165726, 6.895743285592778
8512567;Les Chevalleyres, gare;Montreux-Vevey-Riviera (cev);BUS;VD;Blonay - Saint-Légier;5892;Blonay;ch:1:sboid:100023;;2558413.033;1147385.427;761.9;46.476494990848764, 6.897131682807365
8595114;St-Légier, Pont de Fenil;Transports publics Vevey-Montreux-Chillon-Villeneuve;BUS;VD;Blonay - Saint-Légier;5892;St-Légier-La Chiésaz;ch:1:sboid:100675;;2556014.022;1147661.45;535;46.47882431266202, 6.865868639212175
